NO,目的派生検索,,NTL,名声,Pt,総名声,総Pt,Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
8678,ねんどろいどステージのセカイ仕様初音ミク,　││││　││││　　　　　　├ねんどろいどステージのセカイ仕様初音ミク,-5,39,"527,300",609,"1,513,040",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいどステージのセカイ仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8722,ねんどろいどGrand Voyage仕様雪ミク,　││││　││││　　　　　　├ねんどろいどGrand Voyage仕様雪ミク,-5,39,"527,300",609,"1,513,040",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいどGrand Voyage仕様雪ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,ねんどろいどNT仕様初音ミク,　││││　││││　　　　　　├ねんどろいどNT仕様初音ミク,-5,39,"563,600",609,"1,549,340",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいどNT仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8744,ねんどろいど招きミク仕様初音ミク,　││││　││││　　　　　　├ねんどろいど招きミク仕様初音ミク,-5,39,"527,300",609,"1,513,040",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいど招きミク仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8746,ねんどろいど15th Anniversary仕様初音ミク,　││││　││││　　　　　　├ねんどろいど15th Anniversary仕様初音ミク,-5,39,"854,500",609,"1,840,240",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいど15th Anniversary仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8747,ねんどろいどマジカルミライ2021仕様初音ミク,　││││　││││　　　　　　├ねんどろいどマジカルミライ2021仕様初音ミク,-5,39,"618,200",609,"1,603,940",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいどマジカルミライ2021仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8753,ねんどろいどMIKU EXPO 2021仕様初音ミク,　││││　││││　　　　　　├ねんどろいどMIKU EXPO 2021仕様初音ミク,-5,39,"650,000",609,"1,635,740",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいどMIKU EXPO 2021仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8755,ねんどろいど2022仕様レーシングミク,　││││　││││　　　　　　├ねんどろいど2022仕様レーシングミク,-5,39,"636,400",609,"1,622,140",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいど2022仕様レーシングミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8876,ねんどろいど冬麗仕様雪ミク,　││││　││││　　　　　　├ねんどろいど冬麗仕様雪ミク,-5,39,"818,200",609,"1,803,940",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいど冬麗仕様雪ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982,ねんどろいど高山流水仕様初音ミク,　││││　││││　　　　　　├ねんどろいど高山流水仕様初音ミク,-5,39,"709,100",609,"1,694,840",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいど高山流水仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8992,ねんどろいどマジカルミライ10th仕様初音ミク,　││││　││││　　　　　　├ねんどろいどマジカルミライ10th仕様初音ミク,-5,39,"709,100",609,"1,694,840",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいどマジカルミライ10th仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8993,ねんどろいどMIKU WITH YOU 2021仕様初音ミク,　││││　││││　　　　　　├ねんどろいどMIKU WITH YOU 2021仕様初音ミク,-5,39,"890,900",609,"1,876,640",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいどMIKU WITH YOU 2021仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9016,ねんどろいど見返り美人仕様初音ミク,　││││　││││　　　　　　├ねんどろいど見返り美人仕様初音ミク,-5,39,"800,000",609,"1,785,740",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいど見返り美人仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9027,ねんどろいどHappy 16th Birthday仕様初音ミク,　││││　││││　　　　　　└ねんどろいどHappy 16th Birthday仕様初音ミク,-5,39,"863,600",609,"1,849,340",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,テムジン04G,テムジン707F,テムジン747A,テムジン747J,フェイ・イェン・ザ・ナイト,フェイ・イェンHD,初音ミク,ねんどろいど仕様初音ミク,ねんどろいどHappy 16th Birthday仕様初音ミク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,A.I.S,　││││　│││├A.I.S,6,40,"24,000",213,"116,540",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,A.I.S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6482,禍津戦仕様改良型A.I.S,　││││　││││├禍津戦仕様改良型A.I.S,7,70,"25,200",283,"141,740",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,A.I.S,禍津戦仕様改良型A.I.S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6465,幻創戦艦大和戦仕様改良型A.I.S,　││││　│││││└幻創戦艦大和戦仕様改良型A.I.S,7,80,"25,800",363,"167,540",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,A.I.S,禍津戦仕様改良型A.I.S,幻創戦艦大和戦仕様改良型A.I.S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,トランマイザー,　││││　││││└トランマイザー,0,50,"19,800",263,"136,340",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,A.I.S,トランマイザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036,トランゼクシア,　││││　││││　└トランゼクシア,0,200,"29,800",463,"166,140",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,A.I.S,トランマイザー,トランゼクシア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,シュトルムマイザー,　││││　││││　　└シュトルムマイザー,-6,500,"49,800",963,"215,940",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,A.I.S,トランマイザー,トランゼクシア,シュトルムマイザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,クーガーI型,　││││　│││├クーガーI型,0,20,"5,100",193,"97,640",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,クーガーI型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,クーガーII型,　││││　││││├クーガーII型,0,20,"5,400",213,"103,040",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,クーガーI型,クーガーII型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,輝星・空式,　││││　││││├輝星・空式,0,90,"6,900",283,"104,540",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,クーガーI型,輝星・空式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,ヘヴィガードII型,　││││　││││└ヘヴィガードII型,0,30,"5,400",223,"103,040",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,クーガーI型,ヘヴィガードII型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,フェロン,　││││　│││├フェロン,0,50,"11,400",223,"103,940",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,フェロン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,ヤガランデ,　││││　│││└ヤガランデ,-5,500,"120,000",673,"212,540",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,ヤガランデ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,タングラム,　││││　│││　└タングラム,-4,400,"240,000","1,073","452,540",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,ヤガランデ,タングラム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,-5,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ガンダム試作2号機,　││││　││├ガンダム試作2号機,0,50,"22,980",223,"115,520",強襲,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,ガンダム試作2号機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,ガンダム試作2号機改,　││││　│││├ガンダム試作2号機改,0,30,"24,300",253,"139,820",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,ガンダム試作2号機,ガンダム試作2号機改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,ガンダム試作2号機F,　││││　│││├ガンダム試作2号機F,0,30,"10,200",253,"125,720",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,ガンダム試作2号機,ガンダム試作2号機F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ガンダム試作3号機S,　││││　│││├ガンダム試作3号機S,0,20,"21,150",243,"136,670",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,ガンダム試作2号機,ガンダム試作3号機S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,ガンダム試作3号機ケイリクス,　││││　││││├ガンダム試作3号機ケイリクス,0,50,"30,600",293,"167,270",―,96式艦戦,零式艦戦21型,トリアーエズ,TINコッド,コア・ファイター,プロトタイプガンダム,ガンダム(RO),ガンダム,ガンダム試作0号機,ガンダム試作1号機,ガンダム試作2号機,ガンダム試作3号機S,ガンダム試作3号機ケイリクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
