No,機体名,HP,装甲,運動,索敵,EN,重量,直感,操縦,近,中,遠,NT,コスト,名声,POINT,地上,水中,宇宙,空中,種類1,種類1',種類2,種類2',種類3,種類3',種類4,種類4',種類5,種類5',種類6,種類6',|,特殊能力1,特殊能力2,特殊能力3,特殊能力4,特殊能力5,特殊能力6,特殊能力7,特殊能力8,特殊能力9,①派生元,①隠し武装,①属性,①威力,①弾数,①EN,"①射程
from","①射程
to",①HIT,①特殊効果,②派生元,②隠し武装,②属性,②威力,②弾数,②EN,"②射程
from","②射程
to",②HIT,②特殊効果,③派生元,③隠し武装,③属性,③威力,③弾数,③EN,"③射程
from","③射程
to",③HIT,③特殊効果,④派生元,④隠し武装,④属性,④威力,④弾数,④EN,"④射程
from","④射程
to",④HIT,④特殊効果,,,,,,,,,,
2711,ポルコート,320,40,80,60,300,30,140,140,150,150,150,-3,38,10,18000,2,-1,0,-5,4,その他,w,勇者・エルドランシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,スーパーGフォートレス,600,39,98,35,640,45,220,220,240,240,220,4,56,50,22200,-5,-4,4,2,2,MA系,6,ガンダム系,0,エウーゴ・カラバ,i,オリジナル系,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,テッカマンブレード,410,40,85,50,460,10,200,200,200,0,200,-3,45,130,120000,1,-5,4,2,f,人系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,ASS-1,1800,60,5,30,1200,200,800,800,0,0,0,0,108,180,810010,-5,-5,2,-5,3,艦船系,v,マクロスシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,オーガス・バルキリー,400,40,100,80,600,20,400,400,400,400,400,0,47,1,18000,2,-1,4,3,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,ソーラーアクエリオン,600,84,69,90,524,50,600,400,400,400,400,7,95,250,90000,4,-2,2,2,4,その他,n,スパロボ,,,,,,,,,|,Lサイズ,NT機,,,,,,,,アームパンチ,★無限拳,実弾,140,99,120,0,99,1,命中10%増加,タックル,★格闘,実弾,110,99,30,0,30,2,機体コストで攻撃力・移動力調整、命中10%増加,ヒートソード,★太陽剣,ヒート,186,99,180,0,40,1,―,リミッター解除,★ハイパーモード,,,,,,,,全体的に強化,,,,,,,,,,
2717,アクエリオンルナ,600,70,78,80,524,50,600,400,400,400,400,7,85,1,90000,2,-2,2,4,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,アクエリオンマーズ,600,74,86,70,524,50,600,400,400,400,400,7,85,1,90000,3,-1,2,2,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,マーシィドッグHMC,250,14,72,60,300,10,0,0,200,200,0,0,33,10,1500,3,1,-5,-5,4,その他,o,ボトムズシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,カラミティドッグG,300,17,98,50,450,10,220,240,240,240,0,0,37,20,3480,5,-3,0,-5,4,その他,o,ボトムズシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,カラミティドッグR,310,19,84,50,450,10,220,240,240,240,0,0,37,20,3480,5,-3,0,-5,4,その他,o,ボトムズシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,ベルリン(MH),432,40,90,60,500,20,110,110,100,70,0,0,45,30,26410,3,1,1,-4,4,その他,t,ファイブスター物語,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,ヘルマイネ,492,42,75,50,500,20,100,100,80,50,0,0,46,50,24010,3,-1,-2,-3,4,その他,t,ファイブスター物語,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,ビストーム,360,32,75,40,495,30,300,300,300,250,200,-1,47,150,27000,6,1,-5,-5,n,スパロボ,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,ラガン,280,40,66,25,350,10,200,200,200,180,150,0,30,80,15000,5,-5,-5,-5,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,グレン,500,45,45,40,450,30,250,250,250,230,200,0,37,1,20400,4,-2,0,-4,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,グレンラガン(強襲),550,50,62,50,750,30,300,300,350,300,250,0,64,150,33000,5,-2,2,-4,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,ドラン(WM),430,45,80,55,300,15,170,150,120,140,0,0,35,10,6600,-2,-5,-4,4,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,レセップス,697,33,44,110,382,100,160,250,130,150,100,0,50,10,142440,4,-3,-5,-3,3,艦船系,9,ジオン・ネオジオン軍・ザフト,m,機動戦士ガンダムSEED,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,バビ,312,24,59,55,340,18,150,160,120,150,70,-2,33,5,8430,2,-3,-5,3,1,MS系,9,ジオン・ネオジオン軍・ザフト,s,機動戦士ガンダムSEED DESTINY,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,バビ(MA),312,24,64,55,340,18,150,160,120,150,70,-2,33,5,8430,-5,-3,-5,3,1,MS系,9,ジオン・ネオジオン軍・ザフト,s,機動戦士ガンダムSEED DESTINY,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,グラタン(直立モード),280,15,50,60,200,25,10,30,30,0,0,0,25,5,1350,2,-2,-6,-5,n,スパロボ,q,車輌・戦闘機系,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,グラタン(水上モード),280,15,50,40,200,15,10,30,30,0,0,0,25,5,1350,-4,3,-6,0,n,スパロボ,q,車輌・戦闘機系,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,グラタン(飛行モード),280,15,50,40,200,15,10,30,30,0,0,0,25,5,1350,-4,-4,-6,1,n,スパロボ,q,車輌・戦闘機系,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,クロノクル専用ゾロ(MA),410,36,86,65,408,20,210,240,235,220,200,0,41,10,12600,-5,-5,-5,3,2,MA系,U,機動戦士Vガンダム,e,専用機,h,ザンスカール帝国,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,ニューゴッドフェニックス,744,58,40,85,630,40,370,370,220,220,220,0,60,30,72010,0,-3,4,5,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,ガッチャスパルタン,600,54,65,90,595,40,390,390,240,240,240,0,55,50,84010,1,0,5,5,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,ルンピニーガンダム,480,50,52,50,430,18,180,260,200,150,150,-1,40,5,9000,2,0,0,0,1,MS系,6,ガンダム系,V,機動武闘伝Gガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,スノーミラージュガンダム,440,46,58,60,420,18,180,260,200,150,150,-1,40,5,6000,2,0,0,0,1,MS系,6,ガンダム系,V,機動武闘伝Gガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,バロンガンダム,480,50,44,50,400,18,180,260,200,150,150,-1,40,5,6000,2,0,0,0,1,MS系,6,ガンダム系,V,機動武闘伝Gガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,バロンガンダム(バロン神の怒りモード),480,60,35,50,400,18,180,260,200,150,150,-1,40,5,6000,2,0,0,0,1,MS系,6,ガンダム系,V,機動武闘伝Gガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,ガズウート,288,24,33,78,300,20,150,60,0,100,0,-1,29,5,5910,2,-3,2,-5,1,MS系,9,ジオン・ネオジオン軍・ザフト,s,機動戦士ガンダムSEED DESTINY,F,量産機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,ガズウート(タンク形態),288,24,38,78,300,20,150,60,0,100,0,-1,29,5,5910,3,-3,-1,-5,2,MA系,9,ジオン・ネオジオン軍・ザフト,s,機動戦士ガンダムSEED DESTINY,F,量産機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,アムロ専用バウ,535,45,79,70,405,20,180,190,160,150,1,0,43,20,35490,2,-1,1,0,1,MS系,0,エウーゴ・カラバ,e,専用機,i,オリジナル系,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,アムロ専用バウ(MA),420,30,105,75,405,20,180,190,160,150,1,0,40,20,35490,-1,-3,1,4,4,その他,0,エウーゴ・カラバ,e,専用機,i,オリジナル系,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,アルトアイゼン・ナハト,440,70,70,50,396,25,250,250,270,220,200,0,42,60,26520,5,-3,3,-4,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,哨戒機ATキャリー,300,14,60,60,400,15,0,100,0,0,0,0,29,1,2100,-2,-5,-5,3,4,その他,o,ボトムズシリーズ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,ATフライ,300,14,60,60,400,15,0,100,0,0,0,0,29,1,2100,-2,-5,-5,3,4,その他,o,ボトムズシリーズ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,ポッドベリー,312,22,80,60,370,10,200,210,210,210,0,0,32,20,6000,5,-4,3,-5,4,その他,o,ボトムズシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,ブラストルタイガー,600,55,125,95,400,20,300,300,200,290,350,0,61,1,54000,6,-4,-6,1,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,メガトロン,436,69,52,60,470,15,250,250,250,250,250,-5,51,20,56100,4,-2,-3,-5,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,ヱクセリヲン,2215,73,58,190,900,200,300,300,300,300,300,0,160,1,150000,-6,-6,1,0,3,艦船系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,ガイキングLOD,620,66,65,55,600,70,210,170,195,195,195,0,64,190,48000,2,-2,0,3,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,ホバギー,50,1,35,35,170,8,0,10,0,0,0,0,11,1,15,0,-3,-5,2,n,スパロボ,q,車輌・戦闘機系,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,ガーリオン・カスタム”無明”,656,86,110,60,620,20,330,330,400,300,0,0,69,100,42000,2,-2,3,3,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,★無明・二刀人機斬,実弾,170,99,60,0,40,,,,★無明・二刀人機斬,実弾,170,99,60,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,エクスカイザー,340,40,70,50,350,10,120,120,120,110,100,-5,43,50,15600,3,-2,2,-4,4,その他,w,勇者・エルドランシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,火鳥,60,20,80,30,150,5,90,90,90,90,90,-3,17,10,3000,3,-4,1,2,4,その他,w,勇者・エルドランシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,ファイバード,480,40,65,60,520,20,120,120,120,110,100,-2,45,10,24010,3,1,1,-5,4,その他,w,勇者・エルドランシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,ダ・ガーン,384,40,70,60,560,5,120,120,80,120,100,-5,44,10,14410,4,0,1,-4,4,その他,w,勇者・エルドランシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,ヴァルシオン改,840,90,64,90,900,80,300,300,300,300,300,0,78,50,201000,3,-3,3,3,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,ヴァルシオン改・タイプCF,800,73,55,90,960,58,300,300,300,300,300,0,77,50,120000,0,-4,2,1,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,ニューレイズナー,348,54,120,70,530,10,180,180,180,180,150,0,47,150,36010,1,-3,5,3,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,ガイ,110,20,100,30,150,5,200,200,200,200,200,-3,28,30,3000,3,-2,-4,-5,4,その他,w,勇者・エルドランシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,ルネ,90,15,75,50,120,5,200,200,170,200,180,-3,15,20,3000,3,-2,-4,-5,4,その他,w,勇者・エルドランシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,ストーム・ドーガ,400,38,65,80,360,18,120,180,120,120,0,0,35,10,7200,2,-4,0,4,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,M,ZZ/CCA-MSV,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,マ・クベ専用ボール,150,18,30,40,175,8,100,100,100,100,100,0,20,20,1800,-5,-3,2,-5,4,その他,e,専用機,i,オリジナル系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,ドズル・ザビ専用ボール,190,20,27,40,200,8,100,100,100,100,100,0,22,20,1950,-5,-3,2,-5,4,その他,e,専用機,i,オリジナル系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,ランバ・ラル専用ボール,150,18,30,40,175,8,100,100,100,100,100,0,20,20,1800,-5,-3,2,-5,4,その他,e,専用機,i,オリジナル系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,シャア専用ザクレロ,417,24,74,58,390,25,60,60,0,0,0,0,38,1,12330,-6,-6,3,-6,2,MA系,9,ジオン・ネオジオン軍・ザフト,e,専用機,i,オリジナル系,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,テムジンガンダム,500,58,57,57,450,16,180,150,200,100,0,-1,42,5,10440,3,-1,0,0,1,MS系,6,ガンダム系,V,機動武闘伝Gガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,グロムリン,650,44,53,75,600,33,300,350,200,300,300,5,52,100,69000,-5,-5,3,-3,2,MA系,9,ジオン・ネオジオン軍・ザフト,i,オリジナル系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,グロムリンII,700,44,70,80,700,40,300,370,200,350,350,5,58,150,75000,-5,-5,4,-2,2,MA系,9,ジオン・ネオジオン軍・ザフト,i,オリジナル系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,グロムリン・フォズィル,1200,50,30,90,800,40,350,380,350,350,350,5,77,250,135000,-5,-5,4,-2,2,MA系,9,ジオン・ネオジオン軍・ザフト,i,オリジナル系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,ガンダム(RO),350,35,62,58,325,18,130,130,130,130,0,0,30,30,14100,2,0,1,1,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,指揮官仕様ジム,250,21,36,47,260,11,0,10,30,30,0,0,22,1,6810,1,-5,1,0,1,MS系,7,ジム系,8,連邦軍・ティターンズ・地球連合,A,機動戦士ガンダム,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,ペズ・バタラ,372,33,76,56,393,18,130,110,110,120,0,1,37,40,11550,2,-4,2,-4,1,MS系,6,ガンダム系,P,機動戦士クロスボーンガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,バルブス,372,27,104,54,335,15,100,10,80,80,0,5,39,50,10800,-4,-3,5,-3,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,コルニグス,480,47,116,66,556,20,250,200,200,200,200,3,56,180,32520,2,-3,3,0,1,MS系,6,ガンダム系,P,機動戦士クロスボーンガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,コルニグス(MA),480,47,120,66,556,20,250,200,200,200,200,3,56,180,32520,-5,-3,3,3,1,MS系,6,ガンダム系,P,機動戦士クロスボーンガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,リグ・リング,550,50,75,75,660,30,270,270,270,270,270,5,56,150,36000,0,-5,2,2,1,MS系,h,ザンスカール帝国,i,オリジナル系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,ビグ・ラング,480,39,43,70,460,80,275,275,260,200,0,0,47,100,24690,-5,-5,3,-5,2,MA系,9,ジオン・ネオジオン軍・ザフト,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,ライト・スコープドッグ,200,11,80,60,300,10,0,0,150,150,0,0,25,1,1500,5,-5,-5,-5,4,その他,o,ボトムズシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,エクルビス,325,22,88,60,440,10,100,100,280,280,0,0,33,20,18000,5,-5,-5,-5,4,その他,o,ボトムズシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,雪上戦用ブロッカー,280,20,56,60,300,10,0,0,200,200,0,0,27,1,1800,2,-5,0,-5,4,その他,o,ボトムズシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,地上戦艦,1100,5,10,60,750,80,0,280,200,0,0,0,66,80,54000,2,-3,-4,-5,3,艦船系,o,ボトムズシリーズ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,ゲシュペンスト・タイプRV,400,46,100,80,450,21,320,320,255,295,270,0,57,50,30000,3,-2,3,2,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,ラーズアングリフ・レイブン,660,65,92,80,500,30,220,220,180,190,190,0,63,120,36000,4,-2,1,2,4,その他,x,バンプレストオリジナル,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,ネロブリッツ,420,38,83,70,425,25,200,220,150,80,60,-5,53,90,24000,4,-2,3,1,1,MS系,6,ガンダム系,r,機動戦士ガンダムSEED ASTRAY、MSV,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,ロッソイージス,410,42,87,80,430,25,300,320,150,80,160,-5,45,90,24000,4,-3,3,1,1,MS系,6,ガンダム系,r,機動戦士ガンダムSEED ASTRAY、MSV,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,ロッソイージス(飛行形態),410,42,87,80,430,25,300,320,150,80,160,-5,46,90,24000,3,-3,2,3,1,MS系,6,ガンダム系,r,機動戦士ガンダムSEED ASTRAY、MSV,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,ロッソイージス(砲撃形態),410,42,75,95,430,25,300,320,150,80,160,-5,46,90,24000,3,-3,3,1,1,MS系,6,ガンダム系,r,機動戦士ガンダムSEED ASTRAY、MSV,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,ロッソイージス(多脚形態),410,40,87,80,430,25,300,320,150,80,160,-5,46,90,24000,5,0,3,1,1,MS系,6,ガンダム系,r,機動戦士ガンダムSEED ASTRAY、MSV,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,ロッソイージス(巡航形態),410,42,80,80,430,25,300,320,150,80,160,-5,46,90,24000,-4,-3,4,4,2,MA系,6,ガンダム系,r,機動戦士ガンダムSEED ASTRAY、MSV,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,ロッソイージス(MA),410,38,84,60,430,25,300,320,150,80,160,-5,46,90,24000,-4,-2,4,2,2,MA系,6,ガンダム系,r,機動戦士ガンダムSEED ASTRAY、MSV,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,シビリアンアストレイDSSDカスタム,332,28,61,70,445,17,170,190,220,220,220,0,37,20,7950,0,-5,4,-5,1,MS系,6,ガンダム系,r,機動戦士ガンダムSEED ASTRAY、MSV,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,シビリアンアストレイJGカスタム,390,31,78,80,380,20,150,170,200,200,200,0,36,1,8400,3,-1,3,-3,1,MS系,6,ガンダム系,r,機動戦士ガンダムSEED ASTRAY、MSV,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,複砲仕様ドム・キャノン,302,28,53,58,326,18,0,120,80,105,80,0,31,10,9690,3,-3,-5,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,c,ドム系,D,MSV（モビルスーツバリエーション）,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,ミデア後期型,270,20,32,65,380,56,50,100,0,50,50,0,28,5,11100,0,-5,-4,4,q,車輌・戦闘機系,8,連邦軍・ティターンズ・地球連合,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,アドバンスド・フライルー,440,45,120,60,460,24,170,305,305,285,200,0,46,35,37230,3,-3,2,-4,2,MA系,8,連邦軍・ティターンズ・地球連合,u,アドバンス・オブ・ゼータ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
