No,機体名,★変形flag,ＨＰ,装甲,運動,索敵,ＥＮ,重量,直感,操縦,近,中,遠,名声,NT,SIZE,コスト,クレジット,地上,水中,宇宙,空中,種別
681,ゲルググ(連邦鹵獲機),0,305,27,60,54,310,13,0,90,115,135,0,5,－,Ｍ,29,10320,1,-5,3,-4,MS系／連邦軍・ティターンズ・地球連合／ゲルググ系／量産機
682,ゲルググ指揮官機(連邦鹵獲機),0,310,27,60,56,310,13,0,90,115,135,0,20,－,Ｍ,29,10320,1,-5,3,-4,MS系／連邦軍・ティターンズ・地球連合／ゲルググ系／量産機
683,ギャン(連邦鹵獲機),0,320,30,62,54,354,18,0,100,130,0,0,5,－,Ｍ,33,11340,2,-3,2,-5,MS系／連邦軍・ティターンズ・地球連合／ギャン系／量産機
684,ゴッグ(連邦鹵獲機),0,296,35,44,50,333,18,0,0,35,35,0,5,－,Ｍ,30,8580,2,3,-5,-5,MS系／連邦軍・ティターンズ・地球連合／量産機
685,アッガイ(連邦鹵獲機),0,275,22,52,42,300,19,10,30,30,15,0,5,－,Ｍ,28,6810,2,3,-5,-5,MS系／連邦軍・ティターンズ・地球連合／量産機
686,ズゴック(連邦鹵獲機),0,307,28,52,42,333,18,0,0,95,95,0,5,－,Ｍ,30,9630,2,3,-5,-5,MS系／連邦軍・ティターンズ・地球連合／量産機
687,ズゴック指揮官機(連邦鹵獲機),0,307,28,52,42,333,18,0,0,95,95,0,20,－,Ｍ,30,9630,2,3,-5,-5,MS系／連邦軍・ティターンズ・地球連合／量産機
688,ゾック(連邦鹵獲機),0,400,39,43,64,432,23,0,0,0,165,0,5,－,Ｍ,38,14430,-5,3,-5,-5,MS系／連邦軍・ティターンズ・地球連合
689,ジオング(連邦鹵獲機),0,480,43,78,74,496,20,180,0,0,185,185,5,NT3,Ｍ,47,35200,-5,-5,3,-5,MS系／連邦軍・ティターンズ・地球連合
690,陸戦型ジム(ジオン鹵獲機),0,283,25,48,42,312,18,0,0,35,35,0,5,－,Ｍ,28,7350,3,-3,-5,-5,MS系／ジム系／ジオン・ネオジオン軍・ザフト／量産機
691,陸戦型ガンダム(ジオン鹵獲機),0,320,30,65,48,354,18,75,75,75,75,0,5,－,Ｍ,33,10470,3,-3,-5,-5,MS系／ガンダム系／ジオン・ネオジオン軍・ザフト／量産機
692,シーマ専用高機動型ザクII改試作機,0,316,26,60,54,326,18,0,60,60,60,0,40,－,Ｍ,21,7350,-4,-5,4,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／オリジナル系／専用機
693,ザクIIガンナー,0,200,21,30,42,205,11,0,30,0,30,0,5,－,Ｍ,19,3900,1,-2,1,-1,MS系／ザク系／ジオン・ネオジオン軍・ザフト／オリジナル系
694,サムソントレーラー,0,180,14,32,30,160,30,0,30,0,0,0,1,－,Ｍ,17,585,3,-4,-5,-3,その他／ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／量産機
695,空間突撃仕様ジム・キャノン,0,276,24,37,58,300,18,0,0,0,0,60,1,－,Ｍ,18,7290,1,-4,3,-5,MS系／ジム系／連邦軍・ティターンズ・地球連合／MSV(モビルスーツバリエーション)／量産機
696,シャア専用ギャン改,0,378,38,70,54,360,17,140,100,140,0,0,50,－,Ｍ,38,8910,4,-1,3,0,MS系／ジオン・ネオジオン軍・ザフト／ギャン系／オリジナル系／専用機
697,リニアガン・タンク,0,225,14,33,52,297,15,0,30,0,30,30,1,－,Ｓ,25,2730,2,-5,-5,-5,連邦軍・ティターンズ・地球連合／ガンダムSEED／車輌・戦闘機系／量産機
698,レイヴン,0,470,40,120,100,470,28,295,295,275,285,265,130,－,Ｍ,49,18000,-1,-5,4,0,MS系
699,陸戦用ジム,0,220,32,32,38,280,13,0,50,30,30,0,5,－,Ｍ,23,7110,2,-3,-2,-1,MS系／ジム系／連邦軍・ティターンズ・地球連合／M-MSV(大河原邦夫コレクション)
700,マツナガ専用ケンプファー,0,320,26,96,58,408,18,0,200,200,200,0,50,－,Ｍ,37,16860,2,-3,2,-5,MS系／ジオン・ネオジオン軍・ザフト／専用機／オリジナル系
701,ガトー専用高機動型ザク後期型,0,348,28,70,54,340,18,0,80,80,80,0,50,－,Ｍ,34,7350,-4,-4,4,-5,MS系／ザク系／ジオン・ネオジオン軍・ザフト／専用機／オリジナル系
702,シャア専用パーフェクトジオング・カスタム,0,512,48,65,74,496,40,185,0,0,185,185,120,NT3,Ｌ,47,53800,1,-3,3,-5,MS系／ジオン・ネオジオン軍・ザフト／専用機／オリジナル系
703,セミアーマードガンダム,0,350,39,65,60,375,22,135,175,145,145,0,20,－,Ｍ,30,13800,1,-3,1,0,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／MSV(モビルスーツバリエーション)
704,釈専用ザクII,0,210,21,50,42,225,11,0,30,0,30,0,1,－,Ｍ,22,6900,0,-2,2,-1,MS系／ザク系／ジオン・ネオジオン軍・ザフト／オリジナル系
705,テストベッド・∀ガンダム,0,385,52,90,48,500,20,200,200,150,160,150,50,－,Ｍ,45,123500,0,0,1,0,MS系／ガンダム系／オリジナル系
706,ズク,0,70,10,20,25,80,30,100,100,100,100,100,5,－,Ｍ,12,3900,0,0,0,0,その他
707,旧型ゲルグ,0,80,15,30,30,100,40,100,100,100,100,100,5,－,Ｍ,12,3900,0,0,1,0,その他
708,GファルコンDX(MA) ,1,618,60,112,65,780,17,285,275,235,275,215,100,NT4,Ｍ,70,0,-6,-6,4,4,MA系／ガンダム系／連邦軍・ティターンズ・地球連合／機動新世紀ガンダムX
709,ゾアン ,1,450,40,60,75,500,40,0,220,100,110,190,75,－,Ｍ,62,0,-5,-5,3,-4,MA系／ジオン・ネオジオン軍・ザフト／ガンダムセンチネル
710,ジドム,0,100,15,20,25,100,40,100,100,100,100,100,5,－,Ｍ,12,3900,2,-5,-5,-5,その他
711,ザイック,0,120,20,20,25,100,40,100,100,100,100,100,5,－,Ｍ,12,3900,2,-5,-5,-5,その他
712,Pタイプ仕様ガンダムF90,0,453,50,116,70,520,15,250,260,260,240,200,120,－,Ｍ,39,18750,2,-3,2,-5,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士ガンダムF90
713,マグアナック,0,305,26,44,60,360,16,200,200,200,200,200,50,－,Ｍ,31,7380,3,-2,2,-4,MS系／新機動戦記ガンダムW
714,ラシード専用マグアナック,0,325,29,47,75,360,16,220,220,220,220,220,70,－,Ｍ,34,9090,3,-2,2,-4,MS系／新機動戦記ガンダムW／専用機
715,アウダ専用マグアナック,0,325,26,51,70,360,16,210,210,210,200,200,50,－,Ｍ,33,9090,3,-2,2,-4,MS系／新機動戦記ガンダムW／専用機
716,アフマド専用マグアナック,0,325,32,60,70,360,16,210,210,210,200,200,50,－,Ｍ,34,9090,3,-2,2,-4,MS系／新機動戦記ガンダムW／専用機
717,アブドル専用マグアナック,0,325,26,60,70,360,16,210,210,210,200,200,50,－,Ｍ,34,9090,3,-2,2,-4,MS系／新機動戦記ガンダムW／専用機
718,ガンダムアクエリアス,0,530,70,105,80,700,40,560,550,540,540,540,120,強5,Ｍ,60,62980,2,-2,4,1,MS系／ガンダム系／オリジナル系
719,キュイ,0,100,10,60,20,100,5,0,30,30,0,0,1,－,Ｓ,12,900,5,-4,-4,-4,その他／ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／量産機
720,アムロ仕様ウェイブライダー ,1,448,56,129,82,478,24,250,270,200,230,250,1,NT3,Ｍ,55,0,-5,-5,4,-1,MA系／ガンダム系／連邦軍・ティターンズ・地球連合／専用機／オリジナル系
721,戦斗バイク(乙タイプ),0,250,32,80,30,250,15,0,80,60,50,0,5,－,Ｓ,26,7200,4,-5,-4,-4,その他／ザンスカール帝国／機動戦士Vガンダム
722,戦斗バイク(甲タイプ),0,260,32,80,30,250,15,0,80,60,50,0,5,－,Ｓ,27,7200,4,-5,-4,-4,その他／ザンスカール帝国／機動戦士Vガンダム
723,ビルケナウ,0,550,53,90,60,550,30,150,150,140,140,150,50,－,Ｍ,50,40000,-5,-5,3,-4,MA系／ザンスカール帝国／機動戦士Vガンダム
724,ガリクソン,0,360,35,70,32,350,20,0,120,100,85,0,20,－,Ｍ,33,4200,4,-5,-4,-4,MA系／ザンスカール帝国／機動戦士Vガンダム
725,ブルッケング,0,432,41,87,68,452,14,200,210,205,200,180,70,－,Ｍ,44,19350,3,0,3,3,MS系／ザンスカール帝国／機動戦士Vガンダム
726,ゲドラフ,0,397,38,87,64,393,14,180,190,175,170,0,50,－,Ｍ,40,18270,3,0,3,3,MS系／ザンスカール帝国／機動戦士Vガンダム／量産機
727,リカール,0,470,35,83,90,570,50,210,220,210,200,90,35,－,Ｌ,50,19890,-5,-5,-5,3,MA系／ザンスカール帝国／機動戦士Vガンダム／量産機
728,陸戦型ギラ・ドーガ,0,350,38,70,80,350,18,0,175,120,170,170,10,－,Ｍ,37,9000,3,-3,-5,-2,MS系／ザク系／ジオン・ネオジオン軍・ザフト／オリジナル系
729,キャプテンガンダム,0,580,40,65,65,420,38,280,280,250,250,250,120,－,Ｍ,46,28000,2,-3,4,3,MS系／ガンダム系／オリジナル系
730,ガンダムEz8 ヘビーアームドカスタム,0,270,40,15,70,450,12,150,150,150,150,150,100,－,Ｍ,31,12000,-3,-5,4,-5,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／オリジナル系
731,ストライクルージュIWSP,0,441,40,81,60,509,18,220,230,200,200,200,80,－,Ｍ,45,19470,2,-3,2,2,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
732,ニムバス専用グフ,0,290,30,52,42,312,18,10,30,30,0,0,50,－,Ｍ,29,8400,3,-3,-5,-4,MS系／ジオン・ネオジオン軍・ザフト／グフ系／オリジナル系／専用機
733,レズン専用ゲルググM,0,352,33,67,58,372,19,0,165,165,165,0,75,－,Ｍ,34,11460,2,-4,2,-4,MS系／ジオン・ネオジオン軍・ザフト／ゲルググ系／オリジナル系／専用機
734,ゲルググJ・グリーン,0,336,30,78,72,397,19,0,155,100,155,0,5,－,Ｍ,37,11040,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／ゲルググ系／オリジナル系／専用機／量産機
735,陸戦型ヤクト・ドーガ,0,450,40,75,60,400,30,190,150,160,180,0,20,NT2,Ｍ,46,7800,1,-5,3,-2,MS系／ジオン・ネオジオン軍・ザフト／オリジナル系
736,バウンド・ドックIII,0,498,40,90,75,420,20,190,200,175,175,0,50,強3,Ｍ,43,64000,0,-1,3,1,MS系／連邦軍・ティターンズ・地球連合／オリジナル系
737,バンデット,0,480,46,100,65,657,18,210,200,180,180,180,100,－,Ｍ,53,23380,2,-4,1,0,MS系／ターンAガンダム
738,コロンブス,0,210,25,25,100,1100,70,0,230,105,130,190,50,－,Ｍ,51,10500,-5,-5,1,-5,艦船系／連邦軍・ティターンズ・地球連合／機動戦士ガンダム／量産機
739,ドラケンE,0,200,10,35,30,250,15,50,50,70,0,0,1,－,Ｓ,19,1800,2,-1,0,-3,MS系／連邦軍・ティターンズ・地球連合／ポケットの中の戦争／量産機
740,ガンダムF90II,0,450,42,110,65,420,28,270,275,280,260,240,120,－,Ｍ,33,18900,1,0,2,0,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士ガンダムF90
741,Iタイプ仕様ガンダムF90II,0,498,55,127,80,546,15,270,275,280,260,240,120,－,Ｍ,44,21160,0,-2,1,3,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士ガンダムF90
742,Lタイプ仕様ガンダムF90II,0,498,55,127,80,546,15,270,275,280,260,240,120,－,Ｍ,44,18900,0,-3,2,-5,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士ガンダムF90
743,フェブラル,0,440,40,90,70,530,35,210,220,210,200,200,50,NT3,Ｌ,47,17040,-5,-5,3,-5,MA系／機動新世紀ガンダムX
744,メッサー,0,432,56,113,72,460,23,150,280,240,260,260,220,－,Ｍ,47,52480,2,-3,2,-5,MS系／連邦軍・ティターンズ・地球連合／閃光のハサウェイ／量産機
745,GXビット,0,320,31,66,65,520,17,250,240,230,240,210,50,NT5,Ｍ,40,10290,2,0,2,2,MS系／機動新世紀ガンダムX／量産機
746,ゼウスガンダム,0,570,60,75,50,540,25,240,240,250,240,200,50,強4,Ｍ,49,15000,4,-2,0,-2,MS系／ガンダム系／機動武闘伝Gガンダム
747,ブグII,0,400,42,65,65,400,30,180,180,180,150,140,50,－,Ｍ,36,7200,3,-1,0,-3,MS系
748,Jセイバー,0,450,40,90,80,420,32,285,285,265,275,255,100,－,Ｍ,46,12000,0,-5,4,-3,MS系
749,スピアヘッド,0,420,40,75,70,385,28,200,200,180,200,170,30,－,Ｍ,37,6000,0,-5,3,-1,MS系
750,スピアヘッド-B,0,420,60,55,55,400,25,200,200,200,180,170,50,－,Ｍ,35,7200,0,-5,3,-1,MS系
751,スピアヘッド-C,0,420,38,40,80,500,32,200,200,190,200,210,50,－,Ｍ,37,7200,0,-5,3,-1,MS系
752,セカンドV,0,473,47,133,80,593,18,240,240,210,220,230,80,－,Ｍ,59,52540,2,0,3,3,MS系／ガンダム系／機動戦士Vガンダム
753,グランザム,0,1094,52,66,75,630,50,250,280,230,260,285,220,－,Ｍ,72,117380,3,1,2,0,MA系／機動戦士ガンダムF90
754,ガンダムGP02初期型,0,475,33,60,50,450,22,180,180,180,0,180,20,－,Ｍ,39,12000,3,-1,2,0,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／オリジナル系
755,トムリアット(MA) ,1,378,36,86,78,422,20,200,190,150,170,180,10,－,Ｍ,41,0,-5,-5,-5,3,MS系／機動戦士Vガンダム／ザンスカール帝国／量産機
756,インパルスガンダム,0,460,47,91,80,550,17,200,230,140,150,0,50,強5,Ｍ,49,35260,2,-3,2,-4,MS系／ガンダム系／ジオン・ネオジオン軍・ザフト／ガンダムSEED DESTINY
757,シュツルム・イェーガー,0,500,30,100,50,400,30,180,185,130,150,180,50,－,Ｍ,39,15000,0,-4,3,1,MS系／ジオン・ネオジオン軍・ザフト／オリジナル系
758,ギャバン専用ボルジャーノン,0,288,21,50,42,225,11,0,30,30,0,0,10,－,Ｍ,22,6900,2,-2,0,0,MS系／ザク系／ターンAガンダム／専用機
759,シャア専用ザクI,0,288,20,42,45,280,18,0,100,100,80,0,20,－,Ｍ,17,7410,2,-3,2,-3,MS系／ザク系／ジオン・ネオジオン軍・ザフト／THE ORIGIN／専用機
760,シーマ専用ザクIIF2,0,325,25,75,60,280,18,85,120,120,100,0,50,－,Ｍ,30,12360,1,-3,3,-1,MS系／ザク系／ジオン・ネオジオン軍・ザフト／専用機／オリジナル系
761,黒い三連星専用ケンプファー,0,320,26,96,58,408,18,0,200,200,200,0,50,－,Ｍ,37,16860,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／専用機／オリジナル系
762,アムロ専用ジム・クゥエル,0,345,35,74,52,397,18,0,0,60,60,0,50,－,Ｍ,36,13200,2,-3,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合／専用機／オリジナル系
763,ハミングバード,0,448,50,118,80,532,17,210,200,180,210,170,150,NT1,Ｍ,40,55960,-5,-5,3,-4,MS系／ガンダム系／ガンダムセンチネル
764,ハミングバード(WR) ,1,448,50,124,70,532,17,210,200,180,210,170,150,NT1,Ｍ,40,0,-5,-5,5,-4,MA系／ガンダム系／ガンダムセンチネル
765,ジン・フェムウス,0,360,35,50,70,400,22,110,110,70,100,20,20,強2,Ｍ,34,9600,1,3,-5,-4,MS系／ジオン・ネオジオン軍・ザフト／ガンダムSEED ASTRAY、MSV
766,ガンキャノン・ディテクター,0,422,41,98,68,447,18,130,130,100,150,0,55,－,Ｍ,34,26980,2,-3,2,-4,MS系／エウーゴ・カラバ／Z-MSV／量産機
767,ティターンズ専用ガルバルディβ,0,410,28,68,60,350,20,150,150,150,150,0,25,強1,Ｍ,35,11400,2,-5,2,-4,MS系／連邦軍・ティターンズ・地球連合／専用機／オリジナル系
768,メッメドーザ,0,410,39,87,80,422,20,210,200,200,180,180,40,－,Ｍ,42,16890,-5,-3,-5,3,MS系／機動戦士Vガンダム／ザンスカール帝国
769,ドン・エスカルゴ,0,140,20,40,60,280,13,0,30,25,0,0,1,－,ＳＳ,20,900,0,2,-5,3,連邦軍・ティターンズ・地球連合／機動戦士ガンダム／車輌・戦闘機系／量産機
770,フライマンタ,0,135,8,43,65,270,13,0,30,25,0,0,1,－,Ｓ,20,660,-4,-5,-4,3,連邦軍・ティターンズ・地球連合／機動戦士ガンダム／車輌・戦闘機系／量産機
771,ウォルターガンダム(アタックモード) ,1,580,59,85,70,500,20,240,200,200,200,200,75,強4,Ｍ,51,0,-1,4,0,1,MA系／ガンダム系／機動武闘伝Gガンダム
772,ジッコ,0,120,5,40,40,200,10,20,50,0,0,30,1,－,Ｍ,15,450,-5,-6,5,-4,ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／車輌・戦闘機系／量産機
773,デプ・ロッグ,0,180,8,42,38,180,30,10,20,0,0,0,1,－,Ｌ,17,390,-4,-5,-4,4,連邦軍・ティターンズ・地球連合／機動戦士ガンダム／車輌・戦闘機系／量産機
774,ディッシュ,0,160,5,45,60,150,10,0,80,0,15,30,1,－,Ｓ,16,300,-4,-6,-4,4,連邦軍・ティターンズ・地球連合／機動戦士ガンダム／車輌・戦闘機系／量産機
775,ファット・アンクル,0,280,18,11,70,600,70,0,200,90,100,150,5,－,Ｍ,34,1200,-5,-5,-6,3,ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／車輌・戦闘機系／量産機
776,ザクII練習機,0,200,18,30,42,215,11,0,30,0,30,0,5,－,Ｍ,19,3600,0,-2,2,-1,MS系／ザク系／ジオン・ネオジオン軍・ザフト／オリジナル系／量産機
777,ガザE,0,313,28,74,45,340,27,100,150,130,110,0,50,－,Ｍ,32,9720,2,-4,2,-5,MS系／ガンダムセンチネル／量産機
778,ガンキャノン1A,0,275,40,50,68,295,25,0,0,0,95,95,5,－,Ｍ,29,8400,2,0,1,1,MS系／連邦軍・ティターンズ・地球連合／M-MSV(大河原邦夫コレクション)／オリジナル系
779,ハイドラガンダム(高機動モード) ,1,660,62,85,65,800,24,250,240,230,240,210,320,－,Ｍ,66,0,-5,-5,5,-5,MS系／ガンダム系／G-UNIT
780,ランバ・ラル専用ザクIIC型,0,275,22,40,42,300,18,0,30,0,30,0,35,－,Ｍ,27,6750,2,-3,2,-5,MS系／ザク系／ジオン・ネオジオン軍・ザフト／専用機／オリジナル系
781,アプサラスIII(主砲発射形態) ,1,576,43,70,90,550,50,280,300,230,300,300,150,－,Ｌ,57,0,-5,-5,0,0,MA系／ジオン・ネオジオン軍・ザフト／第08MS小隊
782,バスターガンダム,0,407,40,67,92,445,18,200,220,60,100,140,60,強5,Ｍ,45,10890,2,-3,2,-4,MS系／ガンダム系／ジオン・ネオジオン軍・ザフト／ガンダムSEED
783,ゴッゾーラ,0,410,38,83,70,422,20,120,180,180,130,130,50,－,Ｍ,41,15210,-5,-3,-5,2,MS系／機動戦士Vガンダム／ザンスカール帝国
784,ドッゴーラ(水中用),0,913,31,83,80,638,40,220,220,200,210,250,120,－,Ｌ,66,137720,-5,3,0,2,MA系／機動戦士Vガンダム／ザンスカール帝国
785,ザンジバル改良型,0,1000,32,30,110,850,60,200,250,120,160,200,100,－,ＬＬ,72,61600,-2,-5,3,0,艦船系／ジオン・ネオジオン軍・ザフト／スターダストメモリー
786,リリー・マルレーン,0,806,38,55,115,1320,127,210,260,140,180,230,100,－,ＬＬ,77,76060,-5,-5,3,2,艦船系／ジオン・ネオジオン軍・ザフト／スターダストメモリー／専用機
787,ハマーン専用リック・ディアス,0,390,43,91,58,447,18,170,170,170,170,0,100,－,Ｍ,42,22420,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／専用機／オリジナル系
788,ガンダムMk-IIIイグレイ,0,465,30,105,55,320,20,200,130,130,130,130,50,－,Ｍ,39,18000,1,-3,2,1,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／オリジナル系
789,ガンダムMk-IIIハーピュレイ,0,470,30,110,75,320,22,200,150,150,0,0,10,－,Ｍ,40,18000,0,-3,3,1,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／オリジナル系
790,ガンダムGP01Bst,0,480,33,80,55,380,25,160,180,180,180,150,30,－,Ｍ,39,11400,-5,-4,5,-3,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／オリジナル系
791,ガンイージ・プロトタイプ,0,394,39,75,75,460,18,200,230,190,195,200,20,－,Ｍ,32,8430,2,-2,2,0,MS系／機動戦士Vガンダム／リガ・ミリティア／MSV(モビルスーツバリエーション)
